Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10705971,"New York, Wiley [c1957]",331.83 W776A,1,,  -  -    ,,"American housing and its use; the demand for shelter space, by Louis Winnick, with the assistance of Ned Shilling, for the Social Science Research Council in cooperation with the U. S. Dept. of Commerce, Bureau of the Census.",
i10706008,"Philadelphia, Brown Instrument Co., 1947.",532.5 R514P,1,,  -  -    ,,Principles and operation of differential fluid meters.,ONLY PRATT
i10706033,"New York : Scribner, [c1972]",635.977 B655,11,,  -  -    ,,Conifers for your garden / by Adrian Bloom.,ONLY PRATT
i10706161,"New York] McGraw-Hill, 1956.",539.7 R684R,2,,  -  -    ,,Reactor shielding design manual. Authors: E. L. Czapek [and others] Contributors: M. J. Abrams [and others.,
i10706197,Chicago Aldine Pub. Co. [1965],301.451 T123,1,1,  -  -    ,,"Negroes in cities; residential segregation and neighborhood change, by Karl E. Taeuber and Alma F. Taeuber.",
i10706379,"New York : M. Evans ; Philadelphia : distributed by Lippincott, c1976.",322.4 R896,0,,  -  -    ,871311895,Growing up at thirty-seven / Jerry Rubin.,
i10706409,"New York : McGraw-Hill, c1976.",301.427 L431,6,,  -  -    ,70367906,The mother knot / by Jane Lazarre.,
i10708686,"Chicago, Council of State Governments, 1966.",353.8 M987H,0,,  -  -    ,,"Health and hospital expenditures of State and local governments: 1970 projections, by Selma J. Mushkin.",
i10708753,"New York, Crown Publishers, [1957]",362.1 S776H,20,,  -  -    ,,Hospital city.,
i10708868,"New York : Time-Life Books, c1975.",301.434 B798,2,,  -  -    ,,The adult years / by Wilbur Bradbury and the editors of Time-Life Books.,
i10708960,"New York, Fairchild Publications [1950]",391 C135,3,1,  -  -    ,,The American way of designing.,X
i10709290,"New York, A. A. Knopf, 1944.",331.83 S912S,1,,  -  -    ,,"The seven myths of housing, by Nathan Straus ...",
i10709642,"New York, The Macmillan company, 1931.",332.6 H669,2,,  -  -    ,,"Wall street and Lombard street; the stock exchange slump of 1929 and the trade depression of 1930, by Francis W. Hirst.",
i10710048,"London, Phoenix House; New York, British Book Center [1953]",591.51 C228Z,24,,  -  -    ,,"Zoo book, with 72 photos.",ONLY PRATT
i10713244,"New York Teachers college, Columbia university, 1932.",378.73 T354,1,,  -  -    ,,"The founding of American colleges and universities before the civil war, with particular reference to the religious influences bearing upon the college movement, by Donald G. Tewksbury Published with the approval of Professor E. H. Reisner, sponsor.",
i10713323,"Chicago : University of Chicago Press, 1970.",501 K96S2,86,,  -  -    ,226458032,The structure of scientific revolutions / by Thomas S. Kuhn.,
i10713384,"London, Macmillan, 1950.",330.156 P633,4,,  -  -    ,,Keynes's 'General theory'; a retrospective view.,
i10713426,"New York, Sterling pub. Co. [c1953]",591.5 T511,22,,  -  -    ,,101 favorite animals and birds.,ONLY PRATT
i10713475,"[s.l. : s.n.], 1975.",697.78 W338,9,,  -  -    ,,"Innovation in solar thermal house design : parts I & II : solar thermal design concepts / [Principal investigator, Donald Watson ; consultants, William Meyer for Ezra D. Ehrenkrantz and Associates, Everett M. Barber, Jr.]",X
i10713530,"London, Macmillan and co., limited, 1932.",283 C562,2,,  -  -    ,,"The Oxford movement; twelve years, 1833-1845, by R. W. Church ...",
i10713633,"New York, Holt [c1960]",390.09966 B261,0,,  -  -    ,,Being a Palauan.,
i10713645,"New York, Holt [c1960]",390.09966 B261,5,,  -  -    ,,Being a Palauan.,
i10713773,"Hamden, Conn., Archon Books, 1966.",070.5 B613B,2,,  -  -    ,,Book publishing practice.,X
i10713918,"New York : Praeger, 1975.",616.8982 V947,11,,  -  -    ,$8.95,The Eden express / Mark Vonnegut.,
i10714388,"Oxford, Clarendon Press 1951.",530.1 B736N,1,,  -  -    ,,Natural philosophy of cause and chance.,
i10714492,"London, G. Allen & Unwin [1952]",108 H695,2,,  -  -    ,,Studies in philosophy. Edited and with a memoir by Daniel S. Robinson.,
i10714728,"New York : Putnam, 1975.",301.412 R962,0,,  -  -    ,0399115765 : $9.95,The tamarisk tree : my quest for liberty and love / by Dora Russell.,X
i1071473x,"Boulder, Colo. : Westview Press, 1975.",378.100183 R635,0,,  -  -    ,089158000X : $12.75,"Who runs the computer? : Strategies for the management of computers in higher education / Martin D. Robbins, William S. Dorn, John E. Skelton.",ONLY PRATT
i10714741,"London ; New York : Wiley, c1976.",338.91 D489,0,,  -  -    ,471299049,Development planning and spatial structure / edited by Alan Gilbert.,X
i10714984,"New York : Oxford University Press, 1975.",384.55 B263,8,,  -  -    ,0195019490 : $14.95,Tube of plenty : the evolution of American television / by Erik Barnouw.,X
i10715137,"New York : Norton, c1976.",330.904 H466,16,,  -  -    ,039305571X : $6.95. 0393091848 pbk.,Business civilization in decline / Robert L. Heilbroner.,X
i10715228,"New York : Wiley, 1976.",515.723 M454,21,,  -  -    ,470577703,Convolution and Fourier transforms for communications engineers / R. D. A. Maurice.,X
i10716129,"New York, Random House [1970]",343.7 U58,2,,  -  -    ,,Report of the Commission on obscenity and pornography. Special introduction by Clive Barnes.,
i10716531,"Madison, Wis. : College Print. and Typing Co., 1964.",333.77 B568,0,,  -  -    ,,Land use controls : cases and materials / collected and edited by J.H. Beuscher.,
i10763053,"Boston, G. K. Hall.",016.7 A783,0,,  -  -    ,0098-2822,Art and architecture book guide.,ONLY PRATT
i10764392,"New York, Wiley & Sons, 1971-",628.5 A244,0,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764409,"New York, Wiley & Sons, 1971-",628.5 A244,0,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764410,"New York, Wiley & Sons, 1971-",628.5 A244,2,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764422,"New York, Wiley & Sons, 1971-",628.5 A244,2,1,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764434,"New York, Wiley & Sons, 1971-",628.5 A244,2,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764446,"New York, Wiley & Sons, 1971-",628.5 A244,1,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764458,"New York, Wiley & Sons, 1971-",628.5 A244,3,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i1076446x,"New York, Wiley & Sons, 1971-",628.5 A244,0,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764471,"New York, Wiley & Sons, 1971-",628.5 A244,0,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764483,"New York, Wiley & Sons, 1971-",628.5 A244,2,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764495,"New York, Wiley & Sons, 1971-",628.5 A244,1,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764501,"New York, Wiley & Sons, 1971-",628.5 A244,2,,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10764537,"New York, Wiley & Sons, 1971-",628.5 A244,1,1,  -  -    ,0065-2563,Advances in environmental science and technology.,
i10768944,"New York, McGraw-Hill.",629.305 J33,25,,  -  -    ,,Jane's surface skimmer systems.,
i10769699,"New York, London, D. Appleton-Century company, incorporated [c1933]",136.74 F755,4,,  -  -    ,,"Busy childhood; guidance through play and activity, by Josephine C. Foster...",
i10769821,"New York, W.A. Benjamin, 1965.",547.7 H498,5,,  -  -    ,,The molecules of nature; a survey of the biosynthesis and chemistry of natural products [by] James B. Hendrickson.,
i10770070,"Boston, New York, Houghton Mifflin, 1922.",398.2 018,2,,  -  -    ,,"Battles and enchantments, retold from early Gaelic literature, by Norreys Jephson O'Conor.",
i10770124,"New York, Reinhold [1949]",694.7 F113M,0,,  -  -    ,,"Modern furniture, its design and construction.",
i10770252,"New York, Octagon Books, 1964 [c1941]",301.44 J76,7,,  -  -    ,,"Life, liberty, and property; a story of conflict and a measurement of conflicting rights.",
i10770331,"[s.l.] : The Associates, 1975.",697.78 G457,13,2,  -  -    ,,"Solar energy and housing : design concepts / prepared by Giffels Associates, Inc. for AIA Research Corporation.",ONLY PRATT
i10770422,"New York, A. A. Knopf, 1949 [c1948]",306 H572,0,,  -  -    ,,Man and his works; the science of cultural anthropology.,
i10770811,"New York, The Macmillan company, 1920.",338 C52,0,,  -  -    ,,"The elements of marketing, by Paul T. Cherington ...",
i10770823,"London, Unwin Books, New York, Barnes & Noble Inc. [1962,c1936]",320.51 L345,3,,  -  -    ,,The rise of European liberalism; an essay in interpretation. [By] H.J. Laski.,
i10770884,"New York : Pantheon Books, c1976.",320.951 M662,0,,  -  -    ,0394485556. 0394709365 pbk.,"The wind will not subside : years in revolutionary China, 1964-1969 / by David Milton and Nancy Dall Milton.",X
i10770902,"Oxford ; New York : Pergamon Press, 1976.",388.41 H325,3,,  -  -    ,0080197809 : $10.00,Strategic planning in London : the rise and fall of the primary road network / Douglas A. Hart.,X
i10771086,"Englewood Cliffs, N.J. : Prentice Hall, c1976.",340.0973 L415,2,,  -  -    ,0135260612. 0135260631 pbk.,Law and the American future / [edited by Murray L. Schwartz].,X
i10771153,"Jerusalem : Keter Pub. House Jerusalem, c1975.",090 H446,0,,  -  -    ,706513894,The Hebrew book : an historical survey / edited by Raphael Posner and Israel Ta-Shema ; foreword by Jacob Rothschild.,
i10771232,"New York, W.W. Norton & company, inc. [c1938]",137 H434P,2,,  -  -    ,,"Personality in formation and action, by William Healy.",
i10771414,"New York, Macmillan, 1951.",335.4 H942T,1,,  -  -    ,,The theory and practice of communism; an introduction.,
i10771542,"New York : Academic Press, 1974.",541.39 J84,0,,  -  -    ,122456564,Kinetics of gas reactions / edited by Wilhelm Jost.,
i10771918,"New York, Norton [1965]",131.34 K29,2,,  -  -    ,,New perspectives in psychoanalysis; contributions to Karen Horney's holistic approach.,
i10772091,Englewood Cliffs N.J. Prentice-Hall 1961,353.9764 B478,2,,  -  -    ,,Texas its government and politics,
i1077225x,"London, Macmillan and co., limited, 1940.",327 C311T,0,,  -  -    ,,"The twenty years' crisis, 1919-1939; an introduction to the study of international relations, by Edward Hallett Carr.",
i10772364,"New York : Facts on File, c1975.",370.193 S371,2,,  -  -    ,0871963590 : $12.50. 0871963604 pbk.,"The School busing controversy, 1970-75 / editor, Judith F. Buncher, contributing editors, Charles Monaghan and Henry H. Schulte, Jr. ; contributing writers, Joseph Fickes and Stephen Orlofsky.",X
i10772972,"New York, Columbia University Press, 1951.",501 R961I,8,,  -  -    ,,The impact of science on society.,
i10772984,"New York, David McKay Co. 1963.",170 B545,1,,  -  -    ,,"Personality and the good, psychological and ethical perspectives [by] Peter A. Bertocci [and] Richard M. Millard.",
i10773617,"New York, Ronald Press Co. [1963]",647.94 Z99,4,,  -  -    ,,Fundamentals of hotel law; the legal aspects of the inn-keeper-guest relationship.,ONLY PRATT
i10774051,"Homewood, Ill., Irwin, 1956.",339 R662,0,,  -  -    ,,The accumulation of capital.,
i10774105,"New York, Academic Press, 1963.",536.2 I12,2,,  -  -    ,,Modern developments in heat transfer.,X
i10774634,"New York : F. A. Praeger, 1962.",335.43 L317,44,,  -  -    ,,The future of communist society / Edited by Walter Laqueur and Leopold Labedz.,
i10774701,"Amsterdam : Time-Life International, c1975.",500 S977,7,,  -  -    ,,The Sahara / by Jeremy Swift and the editors of Time-Life Books ; with photos. by Pierre Boulat.,
i10774737,"New York, Macmillan [1966]",519 L745I2,0,,  -  -    ,,Introduction to probability and statistics [by] B. W. Lindgren [and] G. W. McElrath.,
i10774877,"New York : Crowell, [1975]",371.335 K32,1,,  -  -    ,0690008058 : $10.00,"Planning and producing audiovisual materials / by Jerrold E. Kemp, with the assistance of Ron Carraher, Richard F. Szumski, Willard R. Card.",X
i10775857,"New York, Holt, Rinehart and Winston, c1972.",070.41 E92,1,,  -  -    ,30913491,Newsman's English.,ONLY PRATT
i1077595x,"New York : G. Braziller, c1976.",150.1954 S939,9,,  -  -    ,0807608114 : $8.95,C. G. Jung--the haunted prophet / by Paul J. Stern.,X
i10775997,"New York : Teachers College Press, Teachers College, Columbia University, c1976.",507 A548,0,,  -  -    ,0807724904. 0807724890 pbk.,The experience of science : a new perspective for laboratory teaching / O. Roger Anderson.,X
i10776023,"Lawrence : University Press of Kansas, c1976.",332.45 C263,33,,  -  -    ,700601414,"The international monetary system : history, institutions, analyses / Robert J. Carbaugh and Liang-shing Fan.",X
i10776230,"Washington, D.C., Historical Publishing Company [1931]",391 H695,0,,  -  -    ,,"The dresses of the mistresses of the White House as shown in the United States National Museum, by Rose Gouverneur Hoes.",
i1077645x,"London ; New York : Longmans Green, 1957.",330.1 S881T2,3,,  -  -    ,,A textbook of economic theory / by Alfred W. Stonier and Douglas C. Hague.,
i10776497,"London J. W. Parker, 1857.",509 W569,0,,  -  -    ,,History of the inductive sciences from the earliest to the present time. By William Whewell.,
i10776503,"London J. W. Parker, 1857.",509 W569,0,,  -  -    ,,History of the inductive sciences from the earliest to the present time. By William Whewell.,
i10776515,"London J. W. Parker, 1857.",509 W569,0,,  -  -    ,,History of the inductive sciences from the earliest to the present time. By William Whewell.,
i10776928,"London, Routledge & Paul [1958]",655.1 J54P,35,1,  -  -    ,,"Pioneers in printing: Johann Gutenburg, William Caxton, William Caslon, John Baskerville, Alois Senefelder, Frederick Koenig, Ottmar Mergenthaler, Tolbert Lanston.",
i10777593,"New York : Time-Life Books, c1975.",500 M886,8,,  -  -    ,,Central American jungles / by Don Moser and the editors of Time-Life Books ; with photos. by Co Rentmeester.,X
i10778160,"London, S. Low, Marston & co. ltd. [1932]",343.2 L37H,17,,  -  -    ,,"A history of capital punishment, with special reference to capital punishment in Great Britain, by John Laurence.",
i10778226,"New York, The Macmillan company, 1939.",354 O34E2,0,,  -  -    ,,"European governments and politics, by Frederic Austin Ogg ...",
i10778354,"Indianapolis, Bobbs-Merrill [1967]",301.451 B367,1,,  -  -    ,,"He called them by the lightning; a teacher's odyssey in the Negro South, 1908-1919.",X
i10778482,"New York and London, McGraw-Hill book company, inc., 1946.",301 L313S,0,,  -  -    ,,"Sociology, by Richard T. La Piere.",
i10778494,"New York and London, McGraw-Hill book company, inc., 1946.",301 L313S,1,,  -  -    ,,"Sociology, by Richard T. La Piere.",
i10778524,"Dubuque, W. C. Brown Co., c1951.",350 P529,0,,  -  -    ,,"A manual for administrative analysis [by] John M. Pfiffner and S. Owen Lane. Issued by the School of Public Administration, University of Southern California.",
i10778536,"Minneapolis, University of Minnesota Press [1957]",353.03 S384P,0,,  -  -    ,,The Presidency in the courts.,
i10778652,"New York : W. Morrow, 1976, c1975.",301.31 P478,6,,  -  -    ,688029728,The Peter plan : a proposal for survival / by Laurence J. Peter ; illustrated by Walter Griba.,X
i10778676,"Stanford, Calif., Stanford University Press [1966,c1952]",330.9174 C593,0,,  -  -    ,,"Prehistoric Europe; the economic basis, by J. G. D. Clark.",
i10778895,"Ithaca, N.Y. : Cornell University Press, 1955.",309.156 F536S,1,,  -  -    ,,Social forces in the Middle East / Sydney N. Fisher.,
i10778949,"New York, London, Whittlesey house, McGraw-Hill book company, inc. [c1938]",136.7 A724A,1,,  -  -    ,,The adolescent [by] Ada Hart Arlitt ...,
i10779127,"New York, Grune & Stratton [1962]",131.34 S186,0,,  -  -    ,,Developments in psychoanalysis.,
i1077919x,"London, K. Paul, Trench, Trubner & co., ltd.; New York, A. A. Knopf, 1928.",394.7 P936,6,,  -  -    ,,"Chivalry; a series of studies to illustrate its historical significance and civilizing influence, by members of the King's college, London. Edited by Edgar Prestage. With 24 plates.",
i10779358,"New York, Macmillan [1965]",291.23 D923,7,,  -  -    ,,The city of the gods; a study in myth & mortality.,
i10779371,"New York, International Publishers, [1963]",131.34 W454,1,,  -  -    ,,"The failure of psychoanalysis, from Freud to Fromm.",
i10779784,"Oxford, Clarendon Press, 1950.",621.302 S371F,3,,  -  -    ,,The flight of thunderbolts.,
i10779838,"New York, Harper [1961]",292 N711,4,,  -  -    ,,Greek folk religion. With a foreword to the Torchbook ed. by Arthur Darby Nock.,
i10779851,"Los Angeles, Calif. : Western Psychological Services, 1971, 1978 printing.",155.284 J75,20,,  -  -    ,,A catalog for the qualitative interpretation of the house-tree-person (H-T-P) / by Isaac Jolles.,
i10779917,"New York, Wiley [1962]",341 M283,0,,  -  -    ,,The nature of international society.,
i10779966,"Washington, American Psychiatric Association, 1975.",616.803 A512P4,10,1,  -  -    ,,A psychiatric glossary; the meaning of terms frequently used in psychiatry.,
i10780075,"Boston, The Beacon press, 1946.",288 F919T,5,,  -  -    ,,"Together we advance, edited by Stephen H. Fritchman.",X
i10780105,"Amsterdam, Houston, Elsevier Pub. Co., 1952.",541.37 C767E,0,,  -  -    ,,Electrochemical data.,
i1078102x,"Cleveland, Ohio, 1961",532.54 H995,3,,  -  -    ,,Pipe friction manual.,
i10781043,"New York : Knopf, 1976, c1975.",192 R961zC,0,,  -  -    ,0394490592 : $17.50,The life of Bertrand Russell / Ronald W. Clark.,X
i10782151,"New York : Scribner, c1974.",309.142 R885,0,,  -  -    ,0684140519 : $12.50,Sex and society in Shakespeare's age : Simon Forman the astrologer / A. L. Rowse.,X
i10782266,"Englewood Cliffs, N.J., Prentice-Hall [1965]",660.283 A714,1,,  -  -    ,,Introduction to the analysis of chemical reactors.,
i1078228x,"Indianapolis, Bobbs-Merrill [1959]",331.89 B887E,0,,  -  -    ,,1877: year of violence.,
i10782813,"Bloomington, Indiana University Press [1964]",301.32 M943,1,,  -  -    ,,The population crisis and the use of world resources. Associate editors: Hugo Boyko [and others],
i10782862,"[Cambridge, Mass.] M.I.T. Press, 1963.",301.36 H236,0,,  -  -    ,,The historian and the city. Edited by Oscar Handlin and John Burchard.,
i10783106,"Garden City, N. Y., Doubleday, 1935.",132.1 B41A1,0,,  -  -    ,,A mind that found itself; an autobiography ...,
i10783192,"Edinburgh, T. & T. Clark; [etc., etc.] 1869-70.",281.1 T332W,,,  -  -    ,,The writings of Quintus Sept. Flor. Tertullianus.,
i10783209,"Edinburgh, T. & T. Clark; [etc., etc.] 1869-70.",281.1 T332W,,,  -  -    ,,The writings of Quintus Sept. Flor. Tertullianus.,
i10783210,"Edinburgh, T. & T. Clark; [etc., etc.] 1869-70.",281.1 T332W,,,  -  -    ,,The writings of Quintus Sept. Flor. Tertullianus.,
i1078343x,"New York, Macmillan Company, 1943.",131 S914D2,2,,  -  -    ,,"Discovering ourselves; a view of the human mind and how it works, by Edward A. Strecker ... and Kenneth E. Appel ... in collaboration with John W. Appel ...",
i10783507,"New York, Hastings House [1961]",419 V834,10,1,  -  -    ,,"Visual communications: international; a report on the Fifth Communications Conference of the Art Directors Club of New York. Frank Baker, editor. Edward S. Morse, executive editor.",
i10783519,"New York, Hastings House [1961]",419 V834,3,,  -  -    ,,"Visual communications: international; a report on the Fifth Communications Conference of the Art Directors Club of New York. Frank Baker, editor. Edward S. Morse, executive editor.",
i10783532,"New York, H.W. Wilson, 1935-40.",016.091 D433C,0,,  -  -    ,,"Census of medieval and renaissance manuscripts in the United States and Canada, by Seymour de Ricci, with the assistance of W.J. Wilson.",
i10783556,"New York, H.W. Wilson, 1935-40.",016.091 D433C,0,,  -  -    ,,"Census of medieval and renaissance manuscripts in the United States and Canada, by Seymour de Ricci, with the assistance of W.J. Wilson.",
i10783866,"Boston : Little, Brown, c1976.",351.74 U57,27,,  -  -    ,316887447,FBI / Sanford J. Ungar.,
i10783908,"Emmaus, Pa. : Rodale Press, c1976.",690.8 L912,9,1,  -  -    ,0878571167. 0878571140 pbk.,"Low-cost, energy-efficient shelter for the owner and builder / edited by Eugene Eccli ; ill. by Erick Ingraham.",X
i1078391x,"Emmaus, Pa. : Rodale Press, c1976.",690.8 L912,3,,  -  -    ,0878571167. 0878571140 pbk.,"Low-cost, energy-efficient shelter for the owner and builder / edited by Eugene Eccli ; ill. by Erick Ingraham.",X
i10784020,"Amsterdam : Time-Life Books, c1975.",500 N653,9,,  -  -    ,,The Himalayas / by Nigel Nicolson and the editors of Time-Life Books.,
i10784196,"Englewood Cliffs, N.J. : Prentice-Hall, c1976.",686.2 S339H2,1,,  -  -    ,0133725243. 0133725162 pbk.,Handbook of advertising art production / Richard M. Schlemmer ; with ill. by the author.,X
i10784202,"Englewood Cliffs, N.J. : Prentice-Hall, c1976.",686.2 S339H2,2,,  -  -    ,0133725243. 0133725162 pbk.,Handbook of advertising art production / Richard M. Schlemmer ; with ill. by the author.,X
i10784214,"Englewood Cliffs, N.J. : Prentice-Hall, c1976.",686.2 S339H2,1,,  -  -    ,0133725243. 0133725162 pbk.,Handbook of advertising art production / Richard M. Schlemmer ; with ill. by the author.,X
i10784329,"Cambridge, Harvard University Press; [etc., etc.] 1916.",355 R782,0,,  -  -    ,,"The military and colonial policy of the United States; addresses and reports by Elihu Root, collected and ed. by Robert Bacon and James Brown Scott.",
i1078441x,"New York : Time-Life Books, c1975.",500 D691S,2,,  -  -    ,,The Southern Appalachians / by Jerome Doolittle and the editors of Time-Life Books.,
i10784445,"San Francisco : Jossey-Bass, 1975.",378.12 G131,1,,  -  -    ,875892671,"Toward faculty renewal : [advances in faculty, instructional, and organizational development] / Jerry G. Gaff.",X
i10784548,"New York, The Macmillan company, 1923.",291 F848F,3,,  -  -    ,,"Folk-lore in the Old Testament; studies in comparative religion, legend and law, by Sir James George Fraser.",
i10784561,"Washington, For sale by the Superintendent of Documents, U.S. Govt. Print. Off., 1965.",530.7 S651G,2,,  -  -    ,,Guide to instrumentation literature [by] Julian F. Smith and W. G. Brombacher.,
i1078472x,"Dublin : Gill and Macmillan ; New York : St. Martin's Press, 1975.",301.444 H813,1,,  -  -    ,0717107469 : $10.95 (U.S.),The rise and fall of the Victorian servant / Pamela Horn.,X
i10785097,"New York : Plenum Press, c1976.",301.31 S359,0,,  -  -    ,0306309041 : $12.95,"The Genesis strategy : climate and global survival / Stephen H. Schneider, with Lynne E. Mesirow.",X
i10785103,"New York : Plenum Press, c1976.",301.31 S359,,,  -  -    ,0306309041 : $12.95,"The Genesis strategy : climate and global survival / Stephen H. Schneider, with Lynne E. Mesirow.",X
i10785140,"Stroudsburg, Pa. : Dowden, Hutchinson & Ross ; New York : distributed by Halsted Press, c1976.",333.7 P963,5,1,  -  -    ,879330740,Mixed land use : from revival to innovation / Dimitri Procos.,X
i10785358,"Chicago : American Library Association, 1975.",375.001 H891,0,,  -  -    ,838902073,Instructional design and the media program / William E. Hug.,X
i1078536x,"Chicago : American Library Association, 1975.",375.001 H891,1,,  -  -    ,838902073,Instructional design and the media program / William E. Hug.,X
i10785401,"Carbondale : Southern Illinois University Press, c1976.",345.0274 L673,2,,  -  -    ,809307499,"Literature, obscenity, & law / by Felice Flanery Lewis.",X
i10785772,"Garden City, N.Y. Doubleday, Page, 1920.",380 R953,8,,  -  -    ,,"The port of New York, by Thomas E. Rush.",
i10786168,"New Haven, W.E. Rudge, 1941.",686.2 U66,2,1,  -  -    ,,"Some aspects of printing, old and new, by Daniel Berkeley Updike.",
i10786673,"Washington : Brookings Institution, c1976.",330.952 A832,4,1,  -  -    ,0815769342. 0815769334 pbk.,"Asia's new giant : how the Japanese economy works / Hugh Patrick and Henry Rosovsky, editors.",X
i10786946,"New York : Van Nostrand Reinhold, c1975.",694.6 B187,13,,  -  -    ,442205430,Exterior and interior trim / John E. Ball.,ONLY PRATT
i10787008,"New York : Putnam, c1977.",322.4 M164,1,,  -  -    ,0399117385 : $14.95,"The voices of guns : the definitive and dramatic story of the twenty-two-month career of the Symbionese Liberation Army, one of the most bizarre chapters in the history of the American Left / by Vin McLellan and Paul Avery.",
i10787203,"New York : R. R. Bowker Co., 1976.",391.03 L222,0,,  -  -    ,835206270,"World of fashion : people, places, resources / by Eleanor Lambert.",X
i10787276,"Englewood Cliffs, N.J. : Educational Technology Publications, c1976.",384.5547 B844,7,,  -  -    ,877780897,Handbook for producing educational and public-access programs for cable television / Rudy Bretz.,X
i10787306,"New York : Norton, c1976.",333.7 C311,4,,  -  -    ,393064077,Energy and the earth machine / Donald E. Carr.,X
i10787446,"Boston : Cahners Books, c1976.",658.4 D794zT,4,,  -  -    ,843607440,"Drucker, the man who invented the corporate society / John J. Tarrant ; foreword by C. Northcote Parkinson.",X
i10787550,"New York, A. C. Armstrong, 1902.",226.3 C43E,3,,  -  -    ,,"The Gospel according to St. Mark, by G. A. Chadwick.",
i10787689,"New York, Bureau of Publications, Teachers College, Columbia University, 1950.",371.42 O73C,0,,  -  -    ,,Counseling in residence halls.,X
i10787902,"Chicago, Council of State Governments, 1965.",379.11 M987,1,,  -  -    ,,"Local school expenditures: 1970 projections, by Selma J. Mushkin and Eugene P. McLoone.",
i1078794x,"New York, Harper [1967]",371.33 W832A4,1,,  -  -    ,,"Audiovisual materials: their nature and use, by Walter Arno Wittich and Charles Francis Schuller.",
i10788153,"Garden City, N. Y., Doubleday, Doran & company, inc., 1934.",178.1 H497,5,,  -  -    ,,"A new deal in liquor, a plea for dilution, by Yandell Henderson... Also a reprinting of An inquiry into the effects of ardent spirits upon the human body and mind, by Dr. Benjamin Rush.",
i10788232,"New York, McGraw-Hill [1963]",519.92 G776,1,,  -  -    ,,"Recent advances in mathematical programming, edited by Robert L. Graves [and] Philip Wolfe.",
i10788347,"Ann Arbor : University of Michigan Press, 1965, c1960.",301 D963,7,,  -  -    ,,Montesquieu and Rousseau : forerunners of sociology / Foreword by Henri Peyre.,
