Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10466605,"Leiden, E. J. Brill; New York, Twayne, 1963.",299.5 O32,4,1,  -  -    ,,"Modern Japanese religions, with special emphasis upon their doctrines of healing [by] Clark B. Offner [and] Henry van Straelen.",
i10466629,"[London, Chapman & Hall, ltd., 1930]",070.50942 C466W,1,,  -  -    ,,"A hundred years of publishing, being the story of Chapman & Hall, ltd., by Arthur Waugh, managing director, 1902-1930 ...",
i10466824,"New York, Simon and Schuster, 1939.",190 F145I,1,,  -  -    ,,"I believe; the personal philosophies of certain eminent men and women of our time, edited, with an introduction and biographical notes, by Clifton Fadiman.",
i10466903,"Oxford, Clarendon Press, 1956.",332.15 G228S,10,,  -  -    ,,Sterling-dollar diplomacy; Anglo-American collaboration in the reconstruction of multilateral trade.,X
i10467026,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467038,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i1046704x,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467051,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467063,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467075,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467087,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467099,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467105,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467117,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467129,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467130,"New York, A. A. Knopf [1927-29]",327.73 B455,0,,  -  -    ,,"The American secretaries of state and their diplomacy, Samuel Flagg Bemis, editor; J. Franklin Jameson, H.Barrett Learned [and] James Brown Scott, advisory board.",
i10467221,"New York, Coward-McCann [1949]",385 F246RA,4,,  -  -    ,,Railroads of today.,
i10467324,"Boston, The F.W. Faxon Company, 1931.",016.7 E47,0,,  -  -    ,,"General index to illustrations; 22000 selected references in all fields exclusive of nature, compiled by Jessie Croft Ellis.",
i10467373,"New York, W. W. Norton & company, inc. [1944]",131.34 B857,1,,  -  -    ,,"Freud's contribution to psychiatry, by A. A. Brill.",X
i10467488,"New York, London, Harper & Brothers, 1935.",171.1 N665,1,,  -  -    ,,"An interpretation of Christian ethics, by Reinhold Niebuhr.",
i1046749x,"New York, Harper & Row [1973]",398.2 L664F,6,,  -  -    ,0060125896 $16.00,From honey to ashes. Translated from the French by John and Doreen Weightman.,X
i10467518,"New York, The Macmillan company 1939",612.39 M129N5,1,,  -  -    ,,"The newer knowledge of nutrition, by E.V. McCollum ... Elsa Orent-Keiles...and Harry G. Day ...",
i10467592,"New York, Prentice-Hall, 1955.",530.151 M551F,3,,  -  -    ,,Fundamental formulas of physics.,
i10467658,"Westminster, Md., Newman Press, 1963.",290 H265,17,1,  -  -    ,,Religions of the world.,
i10467695,"New York, Praeger [1973]",309.26 H562,1,,  -  -    ,,Financial analysis and the new community development process [by] Richard L. Heroux [and] William A. Wallace.,
i10467701,"New York, Van Nostrand Reinhold [c1972]",693.97 T342,18,,  -  -    ,0442284578 $19.95,The industrialization of building.,X
i10467762,"New York, Oxford university press, 1938.",340.1 L668C,0,,  -  -    ,829501479,"Cardozo and frontiers of legal thinking, with selected opinions, by Beryl Harold Levy.",
i10467853,"New York, Oxford University Press, 1973.",309.147 H737,0,,  -  -    ,$12.50,Soviet and American society; a comparison.,
i10467865,"Cambridge, Mass., M.I.T. Press [1967 c1966]",516.83 C323,8,,  -  -    ,,The theory of spinors. Foreword by Raymond Streater.,
i10467993,"New York, Academic Press, 1974.",664.64 A469,1,,  -  -    ,0120548011 (v. 1A),"New protein foods Vol. 1 : Technology, Part A Edited by Aaron M. Altschul.",X
i10468018,"New York, Praeger [1973]",372.187 T258,2,,  -  -    ,$13.50,Evaluating school busing; case study of Boston's operation Exodus [by] James E. Teele.,
i10468043,"New York, Academic Press, 1973.",614.715 E36,3,,  -  -    ,122351509,Environmental radioactivity.,
i10468201,"Englewood Cliffs, N.J., Prentice-Hall [1974]",621.381 V689,7,,  -  -    ,132524945,"Electronic techniques; shop practices and construction [by] Robert S. Villanucci, Alexander W. Avtgis [and] William F. Megow.",
i10468249,"Berkeley, University of California Press [1973]",370.1 B526,1,,  -  -    ,0520014073 $6.75,"Sisyphus; or, The limits of education. Translated by Frederic Lilge. Foreword by Anna Freud. Pref. by Peter Paret.",X
i10468274,"San Francisco, Jossey-Bass Publishers, 1973.",378.01 B487,1,,  -  -    ,875891640,Universities for all [by] George Z. F. Bereday.,
i10468328,"Boston, F. W. Faxon Co., 1966 [c1967]",016.7 E47I,1,,  -  -    ,,Index to illustrations.,
i1046833x,"Cambridge, Mass., Addison-Wesley Press, 1950.",513.7 S927L,0,,  -  -    ,,Lectures on classical differential geometry.,
i10468341,"New York, Scribner [1962]",232 T231,3,,  -  -    ,,Paul Tillich and the Christian message.,
i10468407,"New York, Praeger [1973]",379.153 F216,1,,  -  -    ,$8.00,Decentralization: achieving reform [by] Mario Fantini and Marilyn Gittell.,
i10468444,"New York, Harper & Row [1973]",370.193 G244,3,,  -  -    ,0061361267 0060802820 (pbk.) $1.50,"After deschooling, what? [By] Ivan Illich [and others] Edited by Alan Gartner, Colin Greer, and Frank Riessman.",X
i10468651,"San Francisco, Jossey-Bass Publishers [1973]",378.17 D773,0,,  -  -    ,875891691,Independent study [by] Paul L. Dressel & Mary Magdala Thompson.,
i10468663,"San Francisco, Jossey-Bass Publishers, 1973.",378.1543 R854,0,,  -  -    ,875891705,Catching up: remedial education [by] John E. Roueche [and] R. Wade Kirk.,
i10468675,"San Francisco, Jossey-Bass Publishers, 1973.",378.1543 R854,0,,  -  -    ,875891705,Catching up: remedial education [by] John E. Roueche [and] R. Wade Kirk.,
i10468729,"Metuchen, N.J., Scarecrow Press, 1973.",363.31 D519,0,,  -  -    ,810806746,"The Soviet censorship, edited by Martin Dewhirst and Robert Farrell.",
i1046878x,"Boston, Little, Brown [1973]",332.1 I72,15,,  -  -    ,316432377,"The bank book. By Morgan Irving, as audited by Charles Sopkin.",
i10468924,"Detroit, Wayne State University Press, 1967.",296 M613O,4,,  -  -    ,,"The origins of the modern Jew; Jewish identity and European culture in Germany, 1749-1824 [by] Michael A. Meyer.",
i10468936,"New York, Viking Press, 1958.",221.44 B972M,3,,  -  -    ,,"More light on the Dead Sea Scrolls; new scrolls and new interpretations, with translations of important recent discoveries.",X
i1046931x,"New York, Macmillan, 1957.",324.73 R798H,0,,  -  -    ,,A history of presidential elections.,
i10469370,[New York] New American Library by arrangement with UNESCO [1965],091 S974,0,1,  -  -    ,,Irish illuminated manuscripts of the early Christian period. Introd. by James Johnson Sweeney.,
i10469412,"New York, Grossman Publishers, 1973.",338.82 M751,1,,  -  -    ,0670486604 $8.95,The Monopoly makers; Ralph Nader's study group report on regulation and competition. Edited by Mark J. Green.,X
i10469461,"New York, Holt, Rinehart and Winston [1973]",301.2943 S757,2,,  -  -    ,30918839,"Burgbach: urbanization and identity in a German village, by George D. Spindler and student collaborators.",
i10469515,"Berkeley, University of California Press [1973]",378.1 M666,0,,  -  -    ,0520023900 $8.00,The concept of a university [by] Kenneth R. Minogue.,X
i10469527,"Carlinville, Ill., Blackburn College Press [1973]",331.89 C697,2,,  -  -    ,,"Collective negotiations in higher education; a reader. Edited by Clarence R. Hughes, Robert L. Underbrink [and] Charles O. Gordon.",
i1046959x,"New York, Wiley [1973]",350 D926,2,,  -  -    ,470227524,Administration; the word and the science [by] A. Dunsire.,
i10469606,"New York, Knopf; [distributed by Random House] 1973.",327 R375,1,,  -  -    ,0394488814 $5.95,Toward the 21st century: education for a changing world [by] Edwin O. Reischauer.,X
i10469825,"Washington, Association for Childhood Education International [with the collaboration of the Center for Understanding Media, 1973]",371.335 C536,3,,  -  -    ,$3.95,Children are centers for understanding media. [Guest editors: Susan Rice and Rose Mukerji],
i10469837,"Washington, Association for Childhood Education International [with the collaboration of the Center for Understanding Media, 1973]",371.335 C536,5,,  -  -    ,$3.95,Children are centers for understanding media. [Guest editors: Susan Rice and Rose Mukerji],
i10469916,"New York, Praeger [1973, c1972]",309.29789 V246,5,,  -  -    ,$10.00,Development on a human scale; potentials for ecologically guided growth in northern New Mexico.,X
i10470220,New York Macmillan [1961],338.7 A219S3,1,,  -  -    ,,The structure of American industry; some case studies.,
i10470360,"London, K. Paul, Trench, Trubner; New York, Harcourt, Brace, 1924.",132 A237,3,,  -  -    ,,"The practice and theory of individual psychology, by Alfred Adler; translated by P. Radin.",
i10470451,"La Salle, Ill., Open Court [1967]",193 B917zSC,0,,  -  -    ,,"The philosophy of Martin Buber, edited by Paul Arthur Schilpp and Maurice Friedman.",
i10470645,"New York, Praeger [1973]",371.104 S587,1,,  -  -    ,$15.00,"Black teachers in urban schools: the case of Washington, D.C. Foreword by Sam D. Sieber.",
i10470700,"New York, Praeger [1973]",346.044 S844,2,,  -  -    ,$16.50,Impact of Federal legislation and programs on private land in urban and metropolitan development [by] Joseph L. Stevens.,
i10470876,"Worcester, Mass., Davis Publications [1973]",371.335 H813V,7,,  -  -    ,871920530,"Visual communication: bulletin boards, exhibits, visual aids [by] George F. Horn.",
i10470931,"New York, Praeger [1973]",363.119622 L576H,4,,  -  -    ,$13.50,"The health-impaired miner under black lung legislation, prepared by Leo Kramer, inc. Edited by Ewan Clague.",
i10471017,"New York, Norton [1973]",342.085 A819,0,,  -  -    ,393083683,"Fear in the air; broadcasting and the first amendment: the anatomy of a constitutional crisis, by Harry S. Ashmore.",
i10471285,"New York, Knopf, 1954 [c1950]",150 U86P,1,0,  -  -    ,,The psychology of man's possible evolution.,
i10471339,"New York, Harper & Row [1966]",113 T264zM,2,,  -  -    ,,Teilhard de Chardin and the mystery of Christ [by Christopher F. Mooney.,
i10471364,"New York, McGraw-Hill [1959]",378.11 R936M,1,,  -  -    ,,Memo to a college trustee; a report on financial and structural problems of the liberal college. Prepared for and transmitted by the Fund for the Advancement of Education.,
i10471480,"New York, Reader's Digest Press, 1973.",262.13 E46,3,,  -  -    ,0883490021 $10.00,I will be called John; a biography of Pope John XXIII.,X
i10471534,"London, Cassell and Co., 1914.",304 W45E,2,,  -  -    ,,An Englishman looks at the world. Being a series of unrestrained remarks upon contemporary matters.,ONLY PRATT
i10471893,"[Harrisburg, Pa.] Stackpole Books [1973]",301.431 E92,1,,  -  -    ,0811718972 $6.95,"Will the real young America please stand up? The until-now silent, youthful majority's call for a return to the traditional principles that made this country great.",X
i10471947,[New York] AMACOM [1973],658.4 H919,5,,  -  -    ,0814453228 $10.50,How to manage by objectives [by] John W. Humble.,X
i10472095,"Tokyo, Simul Press [1973, c1972]",330.952 T161,4,,  -  -    ,Y2700,"Building a new Japan; a plan for remodeling the Japanese Archipelago, translated by Simul International.",
i10472320,"Princeton, Princeton university press, 1934.",201 M835S,4,,  -  -    ,,"The sceptical approach to religion, by Paul Elmer More.",
i10472368,"Boston, American Academy of Arts and Sciences [1962]",341.67 M526,2,,  -  -    ,,"Disarmament, its politics and economics.",
i10472587,"New York, Harper [c1927]",201 H986,0,,  -  -    ,,"Religion without revelation, by Julian Huxley.",
i10472599,"Oxford, Clarendon Press, 1951.",091 K37B2,24,,  -  -    ,,Books and readers in ancient Greece and Rome.,
i10472630,"London, New York, Oxford University Press, 1972.",511.3 W555,3,,  -  -    ,,What is mathematical logic? [By] J. N. Crossley [and others],
i10472691,"Oxford, Clarendon Press, 1953.",225 M169,4,1,  -  -    ,,An introduction to the study of the New Testament.,
i10472745,"Amsterdam, North-Holland Pub. Co.; New York, Interscience Publishers, 1964.",548.85 B619,2,,  -  -    ,,"Symmetry and magnetism, by Robert R. Birss.",
i10472769,"Cambridge, Mass., M.I.T. Press [1963]",532.5 A161,3,,  -  -    ,,The theory of turbulent jets. Translation by Scripta Technica. Technical editing by Leon H. Schindel.,
i10473002,"New York, G. Braziller, 1960.",222.11 R361C,9,,  -  -    ,,The creation of woman.,
i10473142,"New York, Scribner [1973]",155.8956 P294,1,,  -  -    ,0684133067 $12.50,The Arab mind.,X
i10473154,"New York and London, Harper & brothers, 1932.",610.9 H145L,0,1,  -  -    ,,"The lame, the halt, and the blind; the vital rôle of medicine in the history of civilization, by Howard W. Haggard. With 200 illustrations from original sources.",
i10473270,"New York, McGraw-Hill [1967]",614.85 F142,1,,  -  -    ,,"Handbook of industrial loss prevention; recommended practices for the protection of property and processes against damage by fire, explosion, lightning, wind, earthquake. Prepared by the staff of the Factory Mutual System.",
i10473282,"New Haven, Yale University Press; London, H. Milford, Oxford University Press, 1934.",304 S95ES,1,,  -  -    ,,"Essays of William Graham Sumner, edited, with prefaces, by Albert Galloway Keller and Maurice R. Davie.",
i10473403,"New York, Farrar, Straus, Giroux [1973]",378.1981 D263,2,,  -  -    ,$3.50,The truth about Kent State; a challenge to the American conscience [by] Peter Davies and the Board of Church and Society of the United Methodist Church.,
i1047349x,"Amherst, University of Massachusetts Press, 1973.",378.01 D816,8,,  -  -    ,$10.00,"The education of Black people; ten critiques, 1906-1960. Edited by Herbert Aptheker.",
i10473579,"New York, Harper [1959]",330.973 L334W,8,,  -  -    ,,What we are for.,X
i10473634,"Cambridge, Harvard University Press, 1952-59.",509 S251H,2,,  -  -    ,,A history of science.,
i10473798,"London, W. Heinemann; New York, G.P. Putnam's Sons, 1926-28.",188 E64E,0,,  -  -    ,,"Epictetus; the Discourses as reported by Arrian, the Manual, and fragments, with an English translation by W.A. Oldfather ... in two volumes.",
i10473865,"Washington, Bureau of National Affairs [1973]",658.3 M6645,10,1,  -  -    ,0871791854 0871791862 (pbk.) $3.50,A guide to personnel management [by] Mary Green Miner [and] John B. Miner.,
i10473993,"New York, New York University Press, 1973.",616.8914 P475,4,,  -  -    ,814765599,Experience in action; a psychomotor psychology.,X
i1047402x,"New York, Sheed and Ward [1964, c1960]",290 A733,7,,  -  -    ,,Christian faith and Greek philosophy [by] A. H. Armstrong and R. A. Markus.,
i10474225,"New York, Praeger [1973]",659.143 C536,6,1,  -  -    ,$13.50,Children's television commercials; a content analysis [by] Charles Winick [and others]. Foreword by Paul F. Lazarsfeld.,
i10474298,"Beverly Hills, Calif., Sage Publications [1968]",307.76 U72,3,,  -  -    ,,"Power, poverty, and urban policy. Edited by Warner Bloomberg Jr. and Henry J. Schmandt.",
i1047450x,"New York, American Elsevier [1967]",537.12 C323,5,,  -  -    ,,"The electromagnetic field in its engineering aspects, by G. W. Carter.",
i10474973,"New York, G. P. Putnam's [1927]",192 S82H,0,,  -  -    ,,History of English thought in the eighteenth century.,
i10474985,"New York, G. P. Putnam's [1927]",192 S82H,0,,  -  -    ,,History of English thought in the eighteenth century.,
i10475084,"San Francisco, Jossey-Bass, 1973.",300.72 O71,0,,  -  -    ,875891586,Contracting for knowledge.,X
i10475412,"Gainesville, University of Florida Press, 1959.",327.73 D755A,2,,  -  -    ,,"Are we good neighbors? Three decades of inter-American relations, 1930-1960.",
i10475497,"Cambridge, Mass., Harvard University Press; London, W. Heinemann, 1966-1988.",186 P729P,4,,  -  -    ,0674994841 (v. 1);9780674994843 (v. 1);0674994868 (v. 2);9780674994867 (v. 2);0674994876 (v. 3);9780674994874 (v. 3);0674994884 (v. 4);9780674994881 (v. 4);043499443X (Heinemann : v. 4);9780434994434 (Heinemann : v. 4);0674994892 (v. 5);9780674994898 (v. 5);0674994906 (v. 6 American);9780674994904 (v. 6 American);0434994456 (v. 6 British);9780434994458 (v. 6 British);0674995155 (v. 7);9780674995154 (v. 7),"Plotinus, with an English translation by A.H. Armstrong.",X
i10475503,"Cambridge, Mass., Harvard University Press; London, W. Heinemann, 1966-1988.",186 P729P,4,,  -  -    ,0674994841 (v. 1);9780674994843 (v. 1);0674994868 (v. 2);9780674994867 (v. 2);0674994876 (v. 3);9780674994874 (v. 3);0674994884 (v. 4);9780674994881 (v. 4);043499443X (Heinemann : v. 4);9780434994434 (Heinemann : v. 4);0674994892 (v. 5);9780674994898 (v. 5);0674994906 (v. 6 American);9780674994904 (v. 6 American);0434994456 (v. 6 British);9780434994458 (v. 6 British);0674995155 (v. 7);9780674995154 (v. 7),"Plotinus, with an English translation by A.H. Armstrong.",X
i10475540,"Chicago, University of Chicago Press [1933]",184.1 S559,56,1,  -  -    ,,What Plato said.,
i1047562x,"London, New York, Published for the International African Institute by the Oxford University Press 1961.",309.167 I61,1,,  -  -    ,,Social change in modern Africa; studies presented and discussed. Edited by Aiden Southall. Foreword by Daryll Forde.,
i10475631,"New York, United Nations, 1962.",338.91 U584U,2,,  -  -    ,,"The United Nations development decade, proposals for action; report.",X
