Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY
i10424052,"New York, Time, inc. [1963]",510 B493M,6,,  -  -    ,,"Mathematics, by David Bergamini and the editors of Life. Consulting editors: Rene Dubos, Henry Margenau [and] C. P. Snow.",
i10424064,"New York, Time, inc. [1963]",510 B493M,12,1,  -  -    ,,"Mathematics, by David Bergamini and the editors of Life. Consulting editors: Rene Dubos, Henry Margenau [and] C. P. Snow.",
i10424076,"New York, Time, inc. [1963]",510 B493M,2,,  -  -    ,,"Mathematics, by David Bergamini and the editors of Life. Consulting editors: Rene Dubos, Henry Margenau [and] C. P. Snow.",
i10424088,"Seattle, University of Washington Press [1964]",500 H871,5,,  -  -    ,,Of men and galaxies.,
i10424118,"New York, MacMillan, 1963.",517.5 R211,0,,  -  -    ,,An introduction to mathematical analysis.,
i10424131,"Waltham, Mass., Blaisdell Pub. Co. [1967]",512.86076 D621,1,,  -  -    ,,Problems in group theory [by] John D. Dixon.,
i10424179,"New York, Appleton-Century, 1937.",136.7 R156H,1,,  -  -    ,,"How fare American youth? By Homer P. Rainey...with the collaboration of Arthur L. Brandon, M. M. Chambers [and others]",
i10424209,"San Francisco, W. H. Freeman [1963]",510 S819,5,,  -  -    ,,Mathematics: the man-made universe; an introduction to the spirit of mathematics.,
i10424234,"San Francisco, Holden-Day [1967]",519 H131,1,,  -  -    ,,Introduction to probability and statistical decision theory [by] G. Hadley.,
i10424258,"Amsterdam, New York, Elsevier Pub. Co., 1965.",519 F889,1,,  -  -    ,,Probability and statistics.,
i1042426x,"New York, Macmillan, 1951.",225.92 P324S2,0,,  -  -    ,,Paul and his interpreters; a critical history. [Translated from the German by W. Montgomery],
i10424283,"Princeton, N.J., B. Van Nostrand [1967]",519.8 W848,1,,  -  -    ,,"Prediction analysis, by John R. Wolberg.",
i10424301,"Reading, Mass., Addison-Wesley Pub. Co. [1961]",512.897 H131L,2,,  -  -    ,,Linear algebra.,
i10424325,"Cambridge, Cambridge U.P., 1966.",519 B291,2,,  -  -    ,60/-,"An introduction to stochastic processes, with special reference to methods and applications, by M. S. Bartlett.",
i10424350,"New York, McGraw-Hill, 1962.",517.38 S 927,1,,  -  -    ,,Nonlinear differential equations.,
i10424362,"New York, Academic Press [1966]",519 K18,1,,  -  -    ,,A first course in stochastic processes.,
i10424386,"New York, McGraw-Hill, 1955.",512.89 N543V,2,,  -  -    ,,Vector analysis.,
i10424404,"New York, Dover Publications [1961]",517.21 J75,5,,  -  -    ,,"Summation of series, collected by L. B. W. Jolley.",
i10424416,"New York, McGraw-Hill, 1957.",517.3 S671E,1,,  -  -    ,,Elements of partial differential equations.,
i10424428,"Waltham, Mass., Blaisdell Pub. Co. [1967]",519.92 H489,1,,  -  -    ,,Statistical computations on a digital computer [by] William J. Hemmerle.,
i1042443x,"New York, McGraw-Hill, 1953.",517.38 B445S,0,,  -  -    ,,Stability theory of differential equations.,
i10424441,"New York, Academic Press [1966]",517.6 W472,0,,  -  -    ,,Theoretical numerical analysis.,
i10424453,"New York, McGraw-Hill, 1953.",510.8 H842P,4,,  -  -    ,,Principles of numerical analysis.,
i10424490,"New York, McGraw-Hill, 1960.",519.1 W124P,7,,  -  -    ,,Introduction to probability and random variables [by] George P. Wadsworth [and] Joseph G. Bryan.,
i10424532,"New York, McGraw-Hill, 1962.",517.6 H224,5,,  -  -    ,,Numerical methods for scientists and engineers.,
i10424544,"Berlin, Springer, 1963.",517.382 C421,0,,  -  -    ,,Asymptotic behavior and stability problems in ordinary differential equations.,
i10424568,"New York, W. Morrow & company, 1930.",572.995 M479G,2,,  -  -    ,,"Growing up in New Guinea; a comparative study of primitive education, by Margaret Mead.",
i1042457x,"New York, Academic Press, 1955-",541 N143,0,,  -  -    ,,Determination of organic structures by physical methods. Editors: E. A. Braude [and] F. C. Nachod.,
i10424581,"New York, Academic Press, 1955-",541 N143,0,,  -  -    ,,Determination of organic structures by physical methods. Editors: E. A. Braude [and] F. C. Nachod.,
i1042460x,"New York, McGraw-Hill, 1962.",512.8 T634,8,,  -  -    ,,Survey of numerical analysis. The authors: Henry A. Antosiewicz [and others],X
i10424611,"Baltimore, Johns Hopkins Press, 1962.",512.8 S286,8,,  -  -    ,,Numerical mathematical analysis.,
i10424623,"Princeton, N.J., Van Nostrand [1964]",519.1 S761,0,1,  -  -    ,,Principles of random walk [by] Frank Spitzer.,
i10424635,"Princeton, N.J., Van Nostrand [1967]",513.82 H194,0,,  -  -    ,,A Hilbert space problem book [by] Paul R. Halmos.,
i10424647,"New York, Wiley [1966]",517.38 M429,2,,  -  -    ,,Discrete and continuous methods in applied mathematics [by] Jerold C. Mathews [and] Carl E. Langenhop.,
i10424684,"New York, Harcourt, Brace [1954]",364.34 Z69P,3,,  -  -    ,,The psychology of the criminal act and punishment.,
i10424726,"New York, Academic Press, 1965.",512.896 P363,1,,  -  -    ,,"Methods of matrix algebra [by] Marshall C. Pease, III.",
i10424738,"Englewood Cliffs, N.J., Prentice-Hall [1965]",517.5 G612,17,,  -  -    ,,First course in functional analysis [by] Casper Goffmann [and] George Pedrick.,
i1042488x,"Reading, Mass., Addison-Wesley Pub. Co. [1961]",512.89 W594B,5,,  -  -    ,,Boolean algebra and its applications.,
i10424891,"New York, Wiley [1961]",530.15 S129B,0,1,  -  -    ,,Boundary and eigenvalue problems in mathematical physics.,
i10424908,"Englewood Cliffs, N.J., Prentice-Hall, 1960.",519.1 G618P,8,,  -  -    ,,Probability; an introduction.,
i1042491x,"New York, Academic Press, 1967.",519.1 T892G,5,,  -  -    ,,A graduate course in probability [by] Howard G. Tucker.,
i10424921,"New York, Wiley [1967]",519 C889S,0,,  -  -    ,,Stationary and related stochastic processes; sample function properties and their applications [by] Harald Cramer [and] M. R. Leadbetter.,
i10424933,"New York, Wiley [1962]",519.9 W688,1,,  -  -    ,,Mathematical statistics.,
i10424945,"New York, Macmillan [1962]",519.9 L745,13,,  -  -    ,,Statistical theory.,
i10424982,"Princeton, N. J., Van Nostrand [c1960]",519.1 K31F,2,,  -  -    ,,"Finite markov chains, by John G. Kemeny and J. Laurie Snell.",
i10424994,"San Francisco, Holden-Day, 1966.",517.3 L443,1,,  -  -    ,,Measure and the integral. Edited with a biographical essay by Kenneth O. May.,
i10425007,"Waltham, Mass., Blaisdell Pub. Co. [1966]",519 M613,0,,  -  -    ,,Probability and potentials [by] Paul A. Meyer.,
i10425020,"New York, Wiley [1960]",531 C791C2,0,,  -  -    ,,Classical mechanics [by] H.C. Corben [and] Philip Stehle.,
i10425032,"New York, Academic Press, 1967.",531.01517 G679,2,,  -  -    ,,Hamilton's principle and physical systems [by] B. R. Gossick.,
i10425044,"Reading, Mass., Addison-Wesley Pub. Co. [1959]",531.3 M133I,0,,  -  -    ,,An introduction to advanced dynamics.,X
i10425056,"London, New York [etc.] Interscience [1967",513.5 G886,2,,  -  -    ,,"Convex polytopes [by] Branko Grunbaum, with the cooperation of Victor Klee, M. A. Perles, and G. C. Shephard.",
i10425068,"New York, McGraw-Hill, 1951.",517.355 S671F,3,,  -  -    ,,Fourier transforms.,
i10425081,"San Francisco, Holden-Day [1967]",513.1 G942,15,,  -  -    ,,Plane geometry and its groups [by] Heinrich W. Guggenheimer.,
i1042510x,"New York, Academic Press [c1965]",519.92 B445,1,,  -  -    ,,Dynamic programming and modern control theory [by] Richard Bellman [and] Robert Kalaba.,
i10425111,"New York, Academic Press [1964]",516.56 B124,1,,  -  -    ,,"Elements of abstract harmonic analysis, by George Bachman with the assistance of Lawrence Narici.",
i10425123,"[Oberlin, O.] The Mathematical Association of America [1941]",517.355 J12F,4,,  -  -    ,,"Fourier series and orthogonal polynomials, by Dunham Jackson ...",
i10425135,"Reading, Mass., Addison-Wesley Pub. Co. [1957]",517.8 S769I,0,,  -  -    ,,Introduction to Riemann surfaces.,
i10425147,"New York, Oxford University Press, 1962.",519.1 R813,0,,  -  -    ,,Random processes.,
i10425184,"New York, McGraw-Hill [c1964]",517.382 S112,0,,  -  -    ,,Nonlinear mathematics [by] Thomas L. Saaty [and] Joseph Bram.,
i10425226,"New York, Academic Press, 1964.",513.82 H484,0,,  -  -    ,,Lectures on invariant subspaces.,
i10425275,"San Francisco, Holden-Day, 1964-",530.15 T568,0,,  -  -    ,,Partial differential equations of mathematical physics [by] A. N. Tychonov and A. A. Samarski. Translated by S. Radding.,
i10425287,"San Francisco, Holden-Day, 1964-",530.15 T568,0,,  -  -    ,,Partial differential equations of mathematical physics [by] A. N. Tychonov and A. A. Samarski. Translated by S. Radding.,
i10425299,"New York, McGraw-Hill [1963]",517.355 C564,17,,  -  -    ,,Fourier series and boundary value problems.,
i10425305,"Reading, Mass., Addison-Wesley Pub. Co. [1967]",532.5 B864,8,2,  -  -    ,,The phenomena of fluid motions [by] Robert S. Brodkey.,
i10425317,"New York, Wiley [1964]",519.92 F199,0,,  -  -    ,,The discrete maximum principle; a study of multistage systems optimization [by] Liang-tseng Fan [and] Chiu-sen Wang.,
i10425354,"Englewood Cliffs, N.J., Prentice-Hall, 1961.",517.382 C669,2,,  -  -    ,,An introduction to ordinary differential equations.,
i10425366,"New York, Graylock Press, 1965.",510.76 T564,2,,  -  -    ,,"Famous problems of mathematics; solved and unsolved mathematical problems, from antiquity to modern times. Authorized translation from the 2d (1959) rev. German ed. Edited by Beatrice Kevitt Hofstadter and Horace Komm.",
i10425664,"New York, McGraw-Hill [1966]",513.83 S735,2,,  -  -    ,,Algebraic topology [by] Edwin H. Spanier.,X
i10425676,"Edinburgh, Oliver and Boyd; New York, Interscience [c1955]",532.5 C855W7,5,,  -  -    ,,Waves; a mathematical account of the common types of wave motion.,
i1042569x,"New York, Wiley [c1963]",519 F543,2,,  -  -    ,,Probability theory and mathematical statistics. [Translated from the Polish by R. Bartoszynski],
i1042572x,"Cambridge, Mass., M.I.T. Press [1966]",513.83 W592,0,,  -  -    ,,Homotopy theory [by] George W. Whitehead. Compiled by Robert J. Aumann.,
i10425731,"Princeton, N.J., Van Nostrand [1960]",512.815 G482R,0,,  -  -    ,,"Rings of continuous functions, by Leonard Gillman and Meyer Jerison.",
i10425743,"New York, Interscience Publishers [1957]",516 A791G,6,,  -  -    ,,Geometric algebra.,
i10425792,"New York, Academic Press, 1965.",658.5 C551,2,,  -  -    ,,Systems and simulation [by] Dimitris N. Chorafas.,
i10425809,"New York, Academic Press, 1961.",517.382 L338,0,,  -  -    ,,"Stability by Liapunov's direct method, with applications [by] Joseph La Salle and Solomon Lefschetz.",
i10425810,"New York, Harper [1957]",137 T728M,3,,  -  -    ,,The meaning of persons.,X
i10425822,"New York, Interscience Publishers [1962]",517.83 R916,1,,  -  -    ,,Fourier analysis on groups.,
i10425846,"New York, Academic Press [1966]",516.7 O58E,2,,  -  -    ,,Elementary differential geometry.,
i10425858,"New York, McGraw-Hill [1967]",513.83 B831,12,,  -  -    ,,Sheaf theory [by] Glen E. Bredon.,
i1042586x,"Reading, Mass., Addison-Wesley Pub. Co. [1959]",517.38 C518,12,,  -  -    ,,"Analysis of linear systems, by David K. Cheng.",
i10425871,"New York, Wiley [1958]",517.6 G618I,1,,  -  -    ,,"Introduction to difference equations, with illustrative examples from economics, psychology, and sociology.",
i10425883,"New York, McGraw-Hill [1963]",517.7 D881,5,,  -  -    ,,Analysis of linear time-invariant systems.,X
i10425913,"New York, Wiley [1963]",513.83 B978,5,,  -  -    ,,Elements of general topology.,
i10425949,"Philadelphia, Jewish Publication Society of America, 1955-56 [c1955]",296.092 M322,1,,  -  -    ,,"Memoirs of American Jews, 1775-1865.",
i10425950,"Philadelphia, Jewish Publication Society of America, 1955-56 [c1955]",296.092 M322,1,,  -  -    ,,"Memoirs of American Jews, 1775-1865.",
i10426024,"London, New York, Wiley [1953]",521.1 S636,1,1,  -  -    ,,Celestial mechanics.,
i10426048,"New York, McGraw-Hill [1966]",523.016 K91,1,,  -  -    ,,"Radio astronomy [by] John D. Kraus. With a chapter on radio-telescope receivers, by Martti E. Tiuri.",
i1042605x,"New York, C. Scribner's Sons, 1943.",220.9 B155D,5,,  -  -    ,,"Daily life in Bible times, by Albert Edward Bailey.",
i10426176,"Reading, Mass., Addison-Wesley Pub. Co. [1961]",513.83 H675T,2,,  -  -    ,,"Topology, by John G. Hocking and Gail S. Young.",
i1042622x,"New York, London, D. Appleton-Century Company, inc. [c1938]",392.3 S839F,1,,  -  -    ,,"The family, past and present, by Bernhard J. Stern for the Commission on Human Relations. Drawings by Pictorial Statistics, inc. A publication of the Progressive Education Association.",
i10426243,"New York, Macmillan, 1938.",392.3 S158N,1,,  -  -    ,,New horizons for the family.,X
i10426255,New York [1947],392.3 Z72F,1,,  -  -    ,,Family and civilization.,
i10426309,"New York, Norton [1962]",523.4 M823PL,13,,  -  -    ,,The planets.,
i10426371,"New York, Harper [1961]",530.09 G194B,7,,  -  -    ,,Biography of physics.,
i10426395,"Garden City, N.Y., Anchor Books, 1960.",523.1 B711U,4,1,  -  -    ,,The universe at large.,
i10426656,"[Oxford] Oxford University Press, 1955.",309.141 D221,0,,  -  -    ,,West Highland survey; an essay in human ecology.,
i10426668,"London, Pergamon Press, 1955.",530.4 P327N,4,,  -  -    ,,"Niels Bohr and the development of physics; essays dedicated to Niels Bohr on the occasion of his seventieth birthday. Edited by W. Pauli, with the assistance of L. Rosenfeld and V. Weisskopf.",
i10426693,"New York, Time-Life Books [1972]",500 J71,7,,  -  -    ,,"Baja California, by William Weber Johnson and the editors of Time-Life books. With photos. by Jay Maisel.",
i10426814,"Boston, Houghton Mifflin [c1955]",392.3 S964S,3,,  -  -    ,,Sourcebook in marriage and the family.,
i10426838,"New York, W.A. Benjamin, 1965.",530 C555,1,1,  -  -    ,,The structure of matter: an introduction to modern physics [by] Robert W. Christy [and] Agnar Pytte.,
i1042684x,"New York, Hafner Pub. Co. [1962]",539.14 B736A,3,,  -  -    ,,Atomic physics. From the original translation of John Dougall rev. by the author in collaboration with R. J. Blin-Stoyle.,
i10426875,"Great Barrington, Mass., American Institute for Economic Research [1955]",330.4 H343R,0,,  -  -    ,,Reconstruction of economics. Including papers by May Brodbeck and Richard S. Rudner.,
i10426887,"New York, W. A. Benjamin, 1967.",530.41 B877,1,,  -  -    ,,"The physics of solids; ionic crystals, lattice vibrations, and imperfections [by] Frederick C. Brown.",
i10426905,"New York, Wiley [1962]",533.5 D972,0,,  -  -    ,,Scientific foundations of vacuum technique.,
i10426917,"London, Methuen; New York, Wiley [1962]",533 B811,1,,  -  -    ,,Shock waves in chemistry and physics.,X
i10426929,"New York, Dover Pubications [1962]",526.1 T638,1,,  -  -    ,,A history of the mathematical theories of attracton and the figure of the earth from the time of Newton to that of Laplace.,
i10426930,"New York, Reynal [1942]",392.3 G885M,2,,  -  -    ,,Marriage and family life.,
i10426942,"Chicago, New York [etc.] J. B. Lippincott Company [c1940]",306.87 G884F,1,,  -  -    ,,The family and its social functions.,ONLY PRATT
i10427053,"Westport, Conn., Greenwood Press [1973, c1951]",201.1 R361,5,,  -  -    ,837165776,Dogma and compulsion; psychoanalytic studies of religion and myths.,
i10427077,"Philadelphia, Chilton Book Co. [1973]",658.45 F671,7,,  -  -    ,0801958083 (pbk) $4.95 (pbk.),Management by communication [by] Roy G. Foltz.,X
i10427089,"New York, McGraw-Hill [1973]",371.33 B881A4,4,,  -  -    ,70081603,"AV instruction: technology, media, and methods [by] James W. Brown, Richard B. Lewis [and] Fred F. Harcleroad.",
i10427168,"New York, J. Messner [1973]",301.36 M623,0,,  -  -    ,067132585X 0671325868 (lib. bdg.),"The cities in tomorrow's world; challenges to urban survival, by David Reuben Michelsohn and the editors of Science Book Associates.",X
i1042717x,"Garden City, N.Y., Doubleday, 1972.",150.1954 S617,19,1,  -  -    ,0385068166 $10.00,Boundaries of the soul; the practice of Jung's psychology [by] June Singer.,X
i10427399,"Boulder, Colo., National Center for Higher Education Management Systems at Western Interstate Commission for Higher Education, 1972.",378.107 G972,1,,  -  -    ,,"Program classification structure, by Warren W. Gulko.",
i10427429,"Monterey, Calif., Brooks/Cole Pub. Co. [1972]",512.02 B942,4,,  -  -    ,818500433,Essentials of abstract algebra [by] Charles M. Bundrick [and] John J. Leeson.,
i10427442,"New York, Academic Press, 1972.",531.113 T946,0,,  -  -    ,127040501,Heat and concentration waves; analysis and applications [by] G. Alan Turner.,
i10427600,"New York, McGraw-Hill [1973]",531.113 T654,3,,  -  -    ,70649448,Wave propagation.,
i10427612,"[Hamden, Conn.] Archon Books, 1973.",550.7 W874,0,,  -  -    ,0208006699 $20.00,Use of earth sciences literature. Editor: D. N. Wood.,X
i1042765x,"New York, Praeger Publishers [1972]",384.5547 S458,4,,  -  -    ,$16.50,Cable television U.S.A.; an analysis of Government policy [by] Martin H. Seiden.,
i10427673,"New York, Harper & Row [1972]",200.904 M479,4,,  -  -    ,0060655496 $6.95,Twentieth century faith: hope and survival.,X
i10427685,"New York, Praeger Publishers [1972]",338.04 C337,1,,  -  -    ,$11.00,Black capitalism: problems in development; a case study of Los Angeles [by] Frederick E. Case.,
i10427697,"New York, Praeger Publishers [1972]",070.19 W853,4,,  -  -    ,,Television programming for news and public affairs; a quantitative analysis of networks and stations.,X
i10427727,"New York, Holt, Rinehart and Winston [1972]",301.444 P637,4,,  -  -    ,003091289X,"The Portland longshoremen; a dispersed urban community, by William W. Pilcher.",X
i10427764,"[New York, Ballantine Books, 1972]",341.41 K12,2,,  -  -    ,$1.00,Nuremberg trials.,
i10427818,"London, Ronald, 1971.",297.8 B198A,2,,  -  -    ,0853980292 L.1.75 ($5.00 U.S.),"Àbdu'l-Baha: the centre of the Covenant of Baha'u'llah, by H. M. Balyuzi.",X
i1042782x,"New York, Praeger [1972]",331.7 F759,4,,  -  -    ,$15.00,Manpower substitution in the hospital industry; a study of New York City voluntary and municipal hospital systems [by] Myron D. Fottler.,
i10427909,"New York, McGraw-Hill [c1964]",530.12 T589,2,,  -  -    ,,Group theory and quantum mechanics.,
i10427910,"New York, McGraw-Hill [1964]",530.12 B626,1,,  -  -    ,,Relativistic quantum mechanics [by] James D. Bjorken [and] Sidney D. Drell.,
i10427922,"New York, McGraw-Hill [1966]",530.12 J32,1,,  -  -    ,,The conceptual development of quantum mechanics.,
i10427946,"Reading, Mass., Addison-Wesley Pub. Co. [1965]",530.12 R758,1,,  -  -    ,,Advanced quantum theory; an outline of the fundamental ideas.,X
i10427958,"New York, Wiley [1962]",530.41 K62,5,,  -  -    ,,Elementary solid state physics; a short course.,
i1042801x,"London, Oxford University Press, 1962.",541.28 T652,1,,  -  -    ,,The principles of statistical mechanics.,
i10428021,"Reading, Mass., Addison-Wesley Pub. Co. [1960]",530.12 D548,5,,  -  -    ,,"Introduction to quantum mechanics, by Robert H. Dicke and James P. Wittke.",
i10428045,"New York, John Day Co. [1967]",301.42 B922,1,,  -  -    ,,"To my daughters, with love [by] Pearl S. Buck.",
i10428069,"London Unwin Paperbooks, c1981, c1965.",392 V349B,13,,  -  -    ,,The Kama sutra of Vatsyayana. Translated by Sir Richard Burton and F. F. Arbuthnot. Edited with a pref. by W. R. Archer. Introd. by K. M. Panikkar.,
i10428070,"New York, McGraw-Hill [1964]",530 Y72,3,,  -  -    ,,Fundamentals of mechanics and heat.,
i10428094,"New York, McGraw Hill [1965]",530.13 R361,3,,  -  -    ,,Fundamentals of statistical and thermal physics [by] F. Reif.,
i10428136,"New York, Holt, Rinehart and Winston [1966]",530.1 H111E2,2,,  -  -    ,,Elements of thermostatistics [by] D. ter Haar.,
i1042815x,"New York, McGraw-Hill, 1959.",537.078 L763I,3,,  -  -    ,,Instrumentation in scientific research; electrical input transducers.,X
i10428173,"New York, Wiley, 1960.",536.7 C157,5,1,  -  -    ,,Thermodynamics; an introduction to the physical theories of equilibrium thermostatics and irreversible thermodynamics.,
i10428185,"New York, Harper [1961]",536.7 B852N2,0,1,  -  -    ,,The nature of thermodynamics.,
i10428203,"New York, Holt [1959]",530.12 S554I,5,,  -  -    ,,Introduction to quantum mechanics.,
i10428331,"London, New York, Wiley, 1965-1968 [c1967]",537.532 D345,2,,  -  -    ,,Plasma physics [by] J.L. Delcroix.,
i10428355,"Englewood Cliffs, N.J., Prentice-Hall [1966]",536.7 V241,3,,  -  -    ,,"Thermodynamics [by] J. T. Vanderslice, H. W. Schamp, Jr. [and] E. A. Mason.",
i10428367,"London, New York, Longmans, Green [1955]",535.4 T647I,3,,  -  -    ,,An introduction to interferometry.,
i10428380,"New York, McGraw-Hill [1963]",535 S878,7,,  -  -    ,,Radiation and optics; an introduction to the classical theory.,
i10428410,"London, Butterworths [1961, c1959]",539.721 K64,2,,  -  -    ,,Electron physics; the physics of the free electron.,
i10428525,"Waltham, Mass., Blaisdell Pub. Co. [1966]",536.7 K42,1,,  -  -    ,,A course in thermodynamics.,
i10428562,"Oxford, New York, Pergamon Press, 1960.",537.6 L253E,1,,  -  -    ,,"Electrodynamics of continuous media, by L. D. Landau and E. M. Lifshitz. Translated from the Russian by J. B. Sykes and J. S. Bell.",
i10428574,"New York, Dover Publications [1962]",530.9 C138,2,,  -  -    ,,A history of physics in its elementary branches (through 1925): including the evolution of physical laboratories.,X
i10428586,"London, Cambridge U.P., 1967.",535.4 S813,2,,  -  -    ,,"Interferometry, by W. H. Steel.",
i10428598,"Cambridge, Cambridge U.P., 1966.",536.7 B918,3,,  -  -    ,45/-,"The concepts of classical thermodynamics, by H.A. Buchdahl.",
i1042863x,"New York, Interscience Publishers, 1961.",537.65 H465,3,,  -  -    ,,Thermoelectricity: science and engineering.,
i10428641,"Oxford, Pergamon Press; Reading, Mass., Addison-Wesley Pub. Co., 1962.",538.3 L254,3,,  -  -    ,,"The classical theory of fields, by L. D. Landau and E. M. Lifshitz. Translated from the Russian by Morton Hamermesh.",
i10428653,"New York, Academic Press, 1958.",537.6 T447P,0,,  -  -    ,,Principles of quantum electrodynamics. Translated from the German by J. Bernstein. With corrections and additions by Walter E. Thirring.,
i10428665,"New Haven, Yale University Press, 1972.",200.973 A285,6,,  -  -    ,0300014759 $19.50,A religious history of the American people [by] Sydney E. Ahlstrom.,X
i10428823,"New York, McGraw-Hill [1968]",537.62 B644,9,,  -  -    ,,Physics of electronic conduction in solids [by] Frank J. Blatt.,
i10428835,"New York, McGraw-Hill [1966]",537.12 E46,4,,  -  -    ,,Electromagnetics [by] Robert S. Elliott.,
i10428847,"New York, Interscience Publishers [1955]",512.86 M787T,1,,  -  -    ,,Topological transformation groups [by] Deane Montgomery [and] Leo Zippin.,
i10428896,"New York, Harper & Row [1965]",537.1 M444,5,,  -  -    ,,The theory of magnetism; an introduction to the study of cooperative phenomena [by] Daniel C. Mattis.,
i10428914,"New York, Harper & Row [1963]",539.1 S633,2,,  -  -    ,,"Principles of magnetic resonance, with examples from solid state physics.",X
i1042894x,"New York, W. A. Benjamin, 1964.",537.623 S379,2,,  -  -    ,,Theory of superconductivity [by] J. R. Schrieffer.,
i10429098,[New York] Dover Publications [1953],537.5 B857,9,,  -  -    ,,Wave propagation in periodic structures; electric filters and crystal lattices.,
i1042913x,"Boston, New York [etc.] Houghton Mifflin company [c1939]",370.15 J925E,0,,  -  -    ,,Educational psychology [by] Charles H. Judd...,
i10429189,"New York, Interscience Publishers [1968]",539 R667,1,,  -  -    ,,Introduction to mass spectrometry; instrumentation and techniques.,
i10429190,"New Haven, Yale University Press, 1965.",389 K61,18,1,  -  -    ,,Scales and weights; a historical outline.,
i10429232,"New York, Academic Press, 1960.",541.341 J84D,5,,  -  -    ,,"Diffusion in solids, liquids, gases.",
i10429244,"New York, Interscience Publishers, 1961.",536.7 L263,3,,  -  -    ,,Thermodynamics with quantum statistical illustrations.,X
i10429281,"New York, McGraw-Hill [1967]",512.813 S996,1,,  -  -    ,,Residue arithmetic and its applications to computer technology [by] Nicholas S. Szabo [and] Richard I. Tanaka.,
i10429293,"New York, McGraw-Hill [1963]",519.7 A118,2,,  -  -    ,,Information theory and coding.,X
i1042930x,"London, Methuen; New York, Wiley [1951]",536.7 D391T,1,,  -  -    ,,The thermodynamics of the steady state.,
i10429360,"New York, Longmans, Green and Co., 1942.",302 L962S2,5,,  -  -    ,,Social research; a study in methods of gathering data.,
i10429645,"Princeton, N.J., Van Nostrand [c1961]",539.7 G547N,4,,  -  -    ,,Introduction to nuclear science.,
i10429657,"London, Heinemann, 1968.",301.018 M899,3,,  -  -    ,,Survey methods in social investigation [by] C. A. Moser.,
